# International Personality Item Pool (IPIP) — item-assignment table
#
# Source:      TedoneItemAssignmentTable30APR21.xlsx
#              https://ipip.ori.org/newMultipleconstructs.htm
# Provider:    International Personality Item Pool (https://ipip.ori.org),
#              Oregon Research Institute.
# License:     Public domain. IPIP items and scales are provided without
#              copyright restriction; no permission is required to use them.
#              Please credit the IPIP and the Oregon Research Institute.
#
# Normalization applied when converting the source .xlsx to this file:
#   - the single sheet ("data_nodupes") is emitted verbatim, column for column
#     (instrument, alpha, key, text, label); no rows are dropped or rewritten;
#   - 200 trailing all-blank spreadsheet rows are omitted;
#   - rows are sorted by (label, instrument, text) so the file diffs stably.
#
# Shape: 3805 assignments, 1961 unique items, 246 labels, 36 instruments.
#
# Four quirks of the source data that consumers must handle (see items.go):
#   - `alpha` is occasionally a comma-separated list ("0.59,0.63") where an item
#     is assigned via more than one scale; 278 rows are of this form.
#   - `alpha` is "." on 32 rows, all from the IPIP-IPC instrument, where the
#     source reports no reliability for the scale.
#   - `alpha` is out of range on 26 rows: 16 BIS_BAS rows read "1994" (the
#     Carver & White citation year) and 10 MPQ rows read "12" (an item count).
#     Cronbach's alpha cannot exceed 1, so these are slips in the source table
#     and are treated as "no reported reliability".
#   - `key` is 0 (rather than +1/-1) on 39 rows, all from the VIA instrument,
#     where the source leaves the keying direction undetermined.
#
# These are preserved verbatim rather than corrected: this file is a faithful
# copy of the published table, and the interpretation lives in the loader.
#
# Lines beginning with '#' are comments and are skipped by the loader.
instrument,alpha,key,text,label
Hoyle2002,0.84,1,Enjoy wild flights of fantasy.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.78,1,Face danger confidently.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.86,1,Might actually enjoy being caught in an earthquake or tornado.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.86,1,Might enjoy a free fall from an airplane.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.86,1,Might enjoy the thrill of being lost at sea.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.86,1,Prefer fear to boredom.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.84,1,Seek adventure.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.84,1,Take risks.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.78,-1,Try to stay inside when the weather is bad.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.78,1,Would be good at rescuing people from a burning building.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.86,1,Would enjoy being out on a sailboat during a storm.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.86,-1,Would fear walking in a high-crime part of a city.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.86,1,Would like to try bungee jumping.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.78,1,Would love to explore strange places.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Hoyle2002,0.78,-1,Would never go riding down a stretch of rapids in a canoe.,Risk-taking/Sensation-Seeking/Thrill-Seeking
JPI,0.78,1,Know how to get around the rules.,Risk-taking/Sensation-Seeking/Thrill-Seeking
JPI,0.78,1,Seek danger.,Risk-taking/Sensation-Seeking/Thrill-Seeking
JPI,0.78,-1,Stick to the rules.,Risk-taking/Sensation-Seeking/Thrill-Seeking
JPI,0.78,-1,Would never go hang-gliding or bungee-jumping.,Risk-taking/Sensation-Seeking/Thrill-Seeking
JPI,0.78,-1,Would never make a high risk investment.,Risk-taking/Sensation-Seeking/Thrill-Seeking
CAT-PD,"0.83,0.89",1,Could easily live without having sex.,Romantic Disinterest
CAT-PD,"0.83,0.89",1,Don't think much about sex.,Romantic Disinterest
CAT-PD,"0.83,0.89",-1,Enjoy sexual experiences intensely.,Romantic Disinterest
CAT-PD,"0.83,0.89",1,Have little desire for sex or romance.,Romantic Disinterest
CAT-PD,"0.83,0.89",-1,Love the feeling of being intimately close with someone.,Romantic Disinterest
CAT-PD,"0.83,0.89",1,See little need for romance in my life.,Romantic Disinterest
TCI,0.74,1,Am inexplicably happy some of the time.,Romanticism
TCI,0.74,1,Am passionate about anything I'm involved in.,Romanticism
TCI,0.74,1,Am passionate about causes.,Romanticism
TCI,0.74,-1,Do not like poetry.,Romanticism
TCI,0.74,1,Enjoy examining myself and my life.,Romanticism
TCI,0.74,1,Express childlike joy.,Romanticism
TCI,0.74,1,Love flowers.,Romanticism
TCI,0.74,-1,Rarely look for a deeper meaning in things.,Romanticism
TCI,0.74,1,See beauty in things that others might not notice.,Romanticism
CAT-PD,"0.81,0.80",1,Have a mouth that gets me into trouble.,Rudeness
CAT-PD,"0.81,0.80",1,Have a reputation for asking inappropriate questions.,Rudeness
CAT-PD,"0.81,0.80",1,I am known for saying offensive things.,Rudeness
CAT-PD,"0.81,0.80",1,Insult people.,Rudeness
CAT-PD,"0.81,0.80",1,Ridicule people.,Rudeness
CAT-PD,"0.81,0.80",1,Say inappropriate things.,Rudeness
CAT-PD,"0.81,0.80",1,Shoot my mouth off.,Rudeness
HPI-HIC,0.68,1,Am preoccupied with myself.,Rumination
HPI-HIC,0.68,1,Dwell on the past.,Rumination
HPI-HIC,0.68,1,Feel crushed by setbacks.,Rumination
HPI-HIC,0.68,1,Often express doubts.,Rumination
HPI-HIC,0.68,1,Spend time thinking about past mistakes.,Rumination
HPI-HIC,0.68,1,Withhold information from others.,Rumination
TCI,0.72,-1,Am embarrassed to have people see my home.,Satisfaction
TCI,0.72,-1,Am not in the mood for anything.,Satisfaction
TCI,0.72,-1,Feel attacked by others.,Satisfaction
TCI,0.72,-1,Feel short-changed in life.,Satisfaction
TCI,0.72,-1,Feel that people have a hard time understanding,Satisfaction
TCI,0.72,1,Know how to enjoy myself.,Satisfaction
TCI,0.72,-1,Let myself be used.,Satisfaction
TCI,0.72,-1,See events as unavoidable.,Satisfaction
TCI,0.72,-1,Suspect hidden motives in others.,Satisfaction
TCI,0.72,-1,Withhold information from others.,Satisfaction
ORVIS,0.88,1,Be a chemist,Science Interest
ORVIS,0.88,1,Be a mathematician,Science Interest
ORVIS,0.88,1,Be a physicist,Science Interest
ORVIS,0.88,1,Be a scientific reporter,Science Interest
ORVIS,0.88,1,Be a statistician,Science Interest
ORVIS,0.88,1,Carry out medical research,Science Interest
ORVIS,0.88,1,Design a laboratory experiment,Science Interest
ORVIS,0.88,1,Develop a computer program,Science Interest
ORVIS,0.88,1,Explain scientific concepts to others,Science Interest
ORVIS,0.88,1,Solve complex puzzles,Science Interest
CPI,0.84,-1,Am filled with doubts about things.,Security
CPI,0.84,1,Carry out my plans.,Security
CPI,0.84,1,Complete tasks successfully.,Security
CPI,0.84,-1,Dislike myself.,Security
CPI,0.84,1,Feel comfortable with myself.,Security
CPI,0.84,-1,Feel that my life lacks direction.,Security
CPI,0.84,-1,Often feel blue.,Security
CPI,0.84,-1,Retreat from others.,Security
CPI,0.84,1,Seldom feel blue.,Security
CPI,0.84,1,Think highly of myself.,Security
HPI-HIC,0.55000000000000004,-1,Do things that others find strange.,Security
HPI-HIC,0.55000000000000004,-1,Experience my emotions intensely.,Security
HPI-HIC,0.55000000000000004,-1,Feel short-changed in life.,Security
HPI-HIC,0.55000000000000004,-1,Have days when I'm mad at the world.,Security
HPI-HIC,0.55000000000000004,-1,Need a creative outlet.,Security
HPI-HIC,0.55000000000000004,1,Rarely overindulge.,Security
6FPQ,0.59,1,Act without consulting others.,Self-Sufficiency
6FPQ,0.59,-1,Am easily moved to tears.,Self-Sufficiency
6FPQ,0.59,1,Believe that events in my life are determined only by me.,Self-Sufficiency
6FPQ,0.59,1,Do things men traditionally do.,Self-Sufficiency
6FPQ,0.59,1,Do things my own way.,Self-Sufficiency
6FPQ,0.59,-1,Let myself be directed by others.,Self-Sufficiency
6FPQ,0.59,1,Make decisions quickly.,Self-Sufficiency
6FPQ,0.59,-1,Need protection.,Self-Sufficiency
6FPQ,0.59,-1,Often need help.,Self-Sufficiency
6FPQ,0.59,-1,Talk about my worries.,Self-Sufficiency
HPI-HIC,0.71,-1,Dislike myself.,Self-acceptance
HPI-HIC,0.71,-1,Do things I later regret.,Self-acceptance
HPI-HIC,0.71,-1,Don't know why I do some of the things I do.,Self-acceptance
HPI-HIC,0.71,1,Enjoy my work.,Self-acceptance
HPI-HIC,0.71,1,Feel comfortable with myself.,Self-acceptance
HPI-HIC,0.71,1,Feel lucky most of the time.,Self-acceptance
TCI,0.69,-1,Am out for my own personal gain.,Self-acceptance
TCI,0.69,-1,Am preoccupied with myself.,Self-acceptance
TCI,0.69,-1,Look down on any weakness.,Self-acceptance
TCI,0.69,1,Respect the opinions of others.,Self-acceptance
TCI,0.69,-1,See other people as my competitors.,Self-acceptance
TCI,0.69,-1,Seek status.,Self-acceptance
TCI,0.69,1,Take things as they come.,Self-acceptance
TCI,0.69,-1,Use flattery to get ahead.,Self-acceptance
HPI-HIC,0.74,-1,Am easily intimidated.,Self-confidence
HPI-HIC,0.74,1,Am sure of my ground.,Self-confidence
HPI-HIC,0.74,-1,Feel threatened easily.,Self-confidence
HPI-HIC,0.74,-1,Have a low opinion of myself.,Self-confidence
HPI-HIC,0.74,1,Know immediately what to do.,Self-confidence
HPI-HIC,0.74,1,Think highly of myself.,Self-confidence
NEO,0.8,-1,Am able to stand up for myself.,Self-consciousness
NEO,0.8,1,Am afraid that I will do the wrong thing.,Self-consciousness
NEO,0.8,1,Am afraid to draw attention to myself.,Self-consciousness
NEO,0.8,-1,Am comfortable in unfamiliar situations.,Self-consciousness
NEO,0.8,1,Am easily intimidated.,Self-consciousness
NEO,0.8,-1,Am not bothered by difficult social situations.,Self-consciousness
NEO,0.8,-1,Am not embarrassed easily.,Self-consciousness
NEO,0.8,1,Find it difficult to approach others.,Self-consciousness
NEO,0.8,1,Only feel comfortable with friends.,Self-consciousness
NEO,0.8,1,Stumble over my words.,Self-consciousness
CPI,0.71,-1,Act wild and crazy.,Self-control/Self-regulation
CPI,0.71,1,Am not easily affected by my emotions.,Self-control/Self-regulation
CPI,0.71,-1,Demand attention.,Self-control/Self-regulation
CPI,0.71,-1,Do crazy things.,Self-control/Self-regulation
CPI,0.71,1,Experience very few emotional highs and lows.,Self-control/Self-regulation
CPI,0.71,-1,Make a lot of noise.,Self-control/Self-regulation
CPI,0.71,-1,Make rash decisions.,Self-control/Self-regulation
CPI,0.71,1,Never spend more than I can afford.,Self-control/Self-regulation
CPI,0.71,-1,Use flattery to get ahead.,Self-control/Self-regulation
CPI,0.71,-1,Use swear words.,Self-control/Self-regulation
VIA,0.75,1,Am a highly disciplined person.,Self-control/Self-regulation
VIA,0.75,-1,Am not very good at getting things done.,Self-control/Self-regulation
VIA,0.75,1,Can always say enough is enough.,Self-control/Self-regulation
VIA,0.75,0,Can control my emotions.,Self-control/Self-regulation
VIA,0.75,1,Can stay on a diet.,Self-control/Self-regulation
VIA,0.75,-1,Can't resist eating candy or cookies if they are around.,Self-control/Self-regulation
VIA,0.75,-1,Do my tasks only just before they need to be done.,Self-control/Self-regulation
VIA,0.75,-1,Do not exercise on a regular basis.,Self-control/Self-regulation
VIA,0.75,0,Feel that practice is as important as performance.,Self-control/Self-regulation
VIA,0.75,1,Forego things that are bad for me in the long run even if they make me feel good in the short run.,Self-control/Self-regulation
VIA,0.75,-1,Give in to my urges.,Self-control/Self-regulation
VIA,0.75,1,Have no trouble eating healthy foods.,Self-control/Self-regulation
VIA,0.75,-1,Let myself be taken over by urges to spend or eat too much.,Self-control/Self-regulation
BIDR,0.8,1,Always know why I do things.,Self-deception
BIDR,0.8,-1,Am not always honest with myself.,Self-deception
BIDR,0.8,-1,Dislike myself.,Self-deception
BIDR,0.8,1,Feel comfortable with myself.,Self-deception
BIDR,0.8,-1,Have a low opinion of myself.,Self-deception
BIDR,0.8,1,Just know that I will be a success.,Self-deception
BIDR,0.8,1,Know that my decisions are correct.,Self-deception
BIDR,0.8,1,Like to take responsibility for making decisions.,Self-deception
BIDR,0.8,-1,Sometimes have trouble making up my mind.,Self-deception
BIDR,0.8,-1,Worry about what people think of me.,Self-deception
CPI,0.75,1,Am exacting in my work.,Self-discipline
CPI,0.75,-1,Avoid responsibilities.,Self-discipline
CPI,0.75,-1,Disregard rules.,Self-discipline
CPI,0.75,-1,Do improper things.,Self-discipline
CPI,0.75,-1,Find it difficult to get down to work.,Self-discipline
CPI,0.75,1,Get chores done right away.,Self-discipline
CPI,0.75,1,Get to work at once.,Self-discipline
CPI,0.75,1,Go straight for the goal.,Self-discipline
CPI,0.75,1,Like to organize things.,Self-discipline
CPI,0.75,-1,Waste my time.,Self-discipline
HPI-HIC,0.7,1,Am always prepared.,Self-discipline
HPI-HIC,0.7,1,Do unpleasant tasks immediately.,Self-discipline
HPI-HIC,0.7,-1,Put off unpleasant tasks.,Self-discipline
NEO,0.85,1,Carry out my plans.,Self-discipline
NEO,0.85,-1,Have difficulty starting tasks.,Self-discipline
NEO,0.85,-1,Need a push to get started.,Self-discipline
NEO,0.85,-1,Postpone decisions.,Self-discipline
NEO,0.85,1,Start tasks right away.,Self-discipline
AB5C,0.78,1,Act wild and crazy.,Self-disclosure
AB5C,0.78,1,Am open about myself to others.,Self-disclosure
AB5C,0.78,1,Disclose my intimate thoughts.,Self-disclosure
AB5C,0.78,1,Express childlike joy.,Self-disclosure
AB5C,0.78,1,Joke around a lot.,Self-disclosure
AB5C,0.78,1,Laugh my way through life.,Self-disclosure
AB5C,0.78,1,Let myself go.,Self-disclosure
AB5C,0.78,1,Like to amuse others.,Self-disclosure
AB5C,0.78,-1,Prefer to deal with strangers in a formal manner.,Self-disclosure
AB5C,0.78,-1,Seldom joke around.,Self-disclosure
TCI,0.86,1,Am open about my feelings.,Self-disclosure
TCI,0.86,-1,Bottle up my feelings.,Self-disclosure
TCI,0.86,-1,Don't talk a lot.,Self-disclosure
TCI,0.86,-1,Have little to say.,Self-disclosure
TCI,0.86,-1,Reveal little about myself.,Self-disclosure
TCI,0.86,-1,Say little.,Self-disclosure
TCI,0.86,1,Show my feelings.,Self-disclosure
TCI,0.86,1,Talk about my worries.,Self-disclosure
CPI,0.81,1,Am quick to understand things.,Self-efficacy
CPI,0.81,1,Can handle complex problems.,Self-efficacy
CPI,0.81,-1,Do not have a good imagination.,Self-efficacy
CPI,0.81,1,Formulate ideas clearly.,Self-efficacy
CPI,0.81,1,Have excellent ideas.,Self-efficacy
CPI,0.81,-1,Let myself be directed by others.,Self-efficacy
CPI,0.81,-1,Let others determine my choices.,Self-efficacy
CPI,0.81,-1,Never challenge things.,Self-efficacy
CPI,0.81,1,Think quickly.,Self-efficacy
CPI,0.81,-1,Undertake few things on my own.,Self-efficacy
NEO,0.78,1,Am sure of my ground.,Self-efficacy
NEO,0.78,1,Come up with good solutions.,Self-efficacy
NEO,0.78,1,Complete tasks successfully.,Self-efficacy
NEO,0.78,-1,Don't see the consequences of things.,Self-efficacy
NEO,0.78,-1,Don't understand things.,Self-efficacy
NEO,0.78,1,Excel in what I do.,Self-efficacy
NEO,0.78,1,Handle tasks smoothly.,Self-efficacy
NEO,0.78,-1,Have little to contribute.,Self-efficacy
NEO,0.78,1,Know how to get things done.,Self-efficacy
NEO,0.78,-1,Misjudge situations.,Self-efficacy
TCI,0.77,1,Am afraid of many things.,Self-efficacy
TCI,0.77,1,Am often down in the dumps.,Self-efficacy
TCI,0.77,1,Become overwhelmed by events.,Self-efficacy
TCI,0.77,-1,Can manage many things at the same time.,Self-efficacy
TCI,0.77,-1,Can tackle anything.,Self-efficacy
TCI,0.77,1,Feel that I'm unable to deal with things.,Self-efficacy
TCI,0.77,1,Need reassurance.,Self-efficacy
TCI,0.77,-1,Readily overcome setbacks.,Self-efficacy
Rosenberg1965,0.84,-1,Am less capable than most people.,Self-esteem
Rosenberg1965,0.84,-1,Dislike myself.,Self-esteem
Rosenberg1965,0.84,1,Feel comfortable with myself.,Self-esteem
Rosenberg1965,0.84,-1,Feel that I'm unable to deal with things.,Self-esteem
Rosenberg1965,0.84,-1,Feel that my life lacks direction.,Self-esteem
Rosenberg1965,0.84,1,Just know that I will be a success.,Self-esteem
Rosenberg1965,0.84,1,Know my strengths.,Self-esteem
Rosenberg1965,0.84,1,Like to take responsibility for making decisions.,Self-esteem
Rosenberg1965,0.84,-1,Question my ability to do my work properly.,Self-esteem
Rosenberg1965,0.84,1,Seldom feel blue.,Self-esteem
CAT-PD,"0.87,0.86",1,Feel that cutting myself helps me feel better.,Self-harm
CAT-PD,"0.87,0.86",1,Frequently have thoughts about killing myself.,Self-harm
CAT-PD,"0.87,0.86",1,Have thoughts of injuring myself.,Self-harm
CAT-PD,"0.87,0.86",1,Have urges to cut myself.,Self-harm
CAT-PD,"0.87,0.86",1,Have written a suicide note.,Self-harm
CAT-PD,"0.87,0.86",1,I have intentionally done myself physical harm.,Self-harm
CAT-PD,"0.87,0.86",1,I have no will to live.,Self-harm
Snyder1974,0.82,1,Am good at making impromptu speeches.,Self-monitoring
Snyder1974,0.82,1,Am likely to show off if I get the chance.,Self-monitoring
Snyder1974,0.82,1,Am the life of the party.,Self-monitoring
Snyder1974,0.82,-1,Don't like to draw attention to myself.,Self-monitoring
Snyder1974,0.82,-1,Hate being the center of attention.,Self-monitoring
Snyder1974,0.82,1,Like to attract attention.,Self-monitoring
Snyder1974,0.82,1,Put on a show to impress people.,Self-monitoring
Snyder1974,0.82,1,Use flattery to get ahead.,Self-monitoring
Snyder1974,0.82,1,Would make a good actor.,Self-monitoring
Snyder1974,0.82,-1,Would not be a good comedian.,Self-monitoring
16PF,0.73,1,Cry during movies.,Sensitivity
16PF,0.73,-1,Dislike works of fiction.,Sensitivity
16PF,0.73,-1,Do not enjoy watching dance performances.,Sensitivity
16PF,0.73,-1,Do not like poetry.,Sensitivity
16PF,0.73,1,Don't like action movies.,Sensitivity
16PF,0.73,1,Enjoy discussing movies and books with others.,Sensitivity
16PF,0.73,1,Like to read.,Sensitivity
16PF,0.73,1,Love flowers.,Sensitivity
16PF,0.73,-1,Rarely notice my emotional reactions.,Sensitivity
16PF,0.73,1,Read a lot.,Sensitivity
HPI-HIC,0.61,-1,Act at the expense of others.,Sensitivity
HPI-HIC,0.61,1,Am deeply moved by others' misfortunes.,Sensitivity
HPI-HIC,0.61,-1,Obstruct others' plans.,Sensitivity
HPI-HIC,0.61,1,Show my gratitude.,Sensitivity
HPI-HIC,0.61,-1,Tend to dislike soft-hearted people.,Sensitivity
HPI-HIC,0.61,1,Value cooperation over competition.,Sensitivity
CPI,0.7,1,Cry during movies.,Sentimentality
CPI,0.7,1,Cry easily.,Sentimentality
CPI,0.7,1,Dislike competing with others.,Sentimentality
CPI,0.7,-1,Do not enjoy watching dance performances.,Sentimentality
CPI,0.7,1,Don't like action movies.,Sentimentality
CPI,0.7,-1,Don't understand people who get emotional.,Sentimentality
CPI,0.7,-1,Enjoy games of strategy.,Sentimentality
CPI,0.7,-1,Know how things work.,Sentimentality
CPI,0.7,1,Love flowers.,Sentimentality
CPI,0.7,1,Remember my friends' birthdays.,Sentimentality
CPI,0.7,1,Suffer from others' sorrows.,Sentimentality
CPI,0.7,1,Sympathize with others' feelings.,Sentimentality
HEXACO_PI,0.79,1,Am deeply moved by others' misfortunes.,Sentimentality
HEXACO_PI,0.79,-1,Am seldom bothered by the apparent suffering of strangers.,Sentimentality
HEXACO_PI,0.79,1,Am sensitive to the needs of others.,Sentimentality
HEXACO_PI,0.79,1,Feel others' emotions.,Sentimentality
HEXACO_PI,0.79,1,Immediately feel sad when hearing of an unhappy event.,Sentimentality
HEXACO_PI,0.79,-1,Rarely cry during sad movies.,Sentimentality
HEXACO_PI,0.79,-1,Seldom feel weepy while reading the sad part of a story.,Sentimentality
HEXACO_PI,0.79,-1,Seldom get emotional.,Sentimentality
TCI,0.8,1,Am easily moved to tears.,Sentimentality
TCI,0.8,-1,Am indifferent to the feelings of others.,Sentimentality
TCI,0.8,-1,Don't have a soft side.,Sentimentality
TCI,0.8,1,Have a soft heart.,Sentimentality
HEXACO_PI,0.81,-1,Act like different people in different situations.,Sincerity
HEXACO_PI,0.81,1,Don't pretend to be more than I am.,Sincerity
HEXACO_PI,0.81,-1,Find it necessary to please the people who have power.,Sincerity
HEXACO_PI,0.81,-1,Let people push me around to help them feel important.,Sincerity
HEXACO_PI,0.81,-1,Play a role in order to impress people.,Sincerity
HEXACO_PI,0.81,-1,Pretend to be concerned for others.,Sincerity
HEXACO_PI,0.81,-1,Put on a show to impress people.,Sincerity
HEXACO_PI,0.81,-1,Switch my loyalties when I feel like it.,Sincerity
HEXACO_PI,0.81,-1,Tell other people what they want to hear so that they will do what I want them to do.,Sincerity
HEXACO_PI,0.81,-1,Use flattery to get ahead.,Sincerity
AB5C,0.66,-1,Amuse myself easily.,Sociability
AB5C,0.66,1,Can't do without the company of others.,Sociability
AB5C,0.66,-1,Dislike neighbors living too close.,Sociability
AB5C,0.66,-1,Don't like crowded events.,Sociability
AB5C,0.66,1,Enjoy being on the go.,Sociability
AB5C,0.66,1,Enjoy being part of a loud crowd.,Sociability
AB5C,0.66,-1,Enjoy silence.,Sociability
AB5C,0.66,-1,Go my own way.,Sociability
AB5C,0.66,-1,Like to be alone.,Sociability
AB5C,0.66,-1,Seek quiet.,Sociability
CPI,0.87,1,Act comfortably with others.,Sociability
CPI,0.87,1,Am skilled in handling social situations.,Sociability
CPI,0.87,1,Feel comfortable around people.,Sociability
CPI,0.87,-1,Find it difficult to approach others.,Sociability
CPI,0.87,-1,Have difficulty expressing my feelings.,Sociability
CPI,0.87,-1,Have little to say.,Sociability
CPI,0.87,-1,Often feel uncomfortable around others.,Sociability
CPI,0.87,-1,Only feel comfortable with friends.,Sociability
CPI,0.87,1,Start conversations.,Sociability
CPI,0.87,1,Talk to a lot of different people at parties.,Sociability
HEXACO_PI,0.85,-1,Am hard to get to know.,Sociability
HEXACO_PI,0.85,1,Enjoy being part of a group.,Sociability
HEXACO_PI,0.85,-1,Keep others at a distance.,Sociability
HEXACO_PI,0.85,1,Love to chat.,Sociability
HEXACO_PI,0.85,1,Make friends easily.,Sociability
HEXACO_PI,0.85,-1,Rarely enjoy being with people.,Sociability
HEXACO_PI,0.85,-1,Seem to derive less enjoyment from interacting with people than others do.,Sociability
HEXACO_PI,0.85,1,Usually like to spend my free time with people.,Sociability
HEXACO_PI,0.85,-1,Would not enjoy a job that involves a lot of social interaction.,Sociability
HPI,0.75,1,Amuse my friends.,Sociability
HPI,0.75,-1,Dislike loud music.,Sociability
HPI,0.75,1,Like to amuse others.,Sociability
HPI,0.75,1,Like to attract attention.,Sociability
HPI,0.75,1,Love action.,Sociability
HPI,0.75,1,Love large parties.,Sociability
HPI,0.75,1,Make myself the center of attention.,Sociability
HPI,0.75,1,Seek adventure.,Sociability
HPI-HIC,0.64,1,Am easily talked into doing silly things,Sociability
HPI-HIC,0.64,1,Cheer loudly at sporting events.,Sociability
HPI-HIC,0.64,1,Prefer going to movies to watching videos at home.,Sociability
JPI,0.78,-1,Am a very private person.,Sociability
JPI,0.78,1,Am interested in people.,Sociability
JPI,0.78,1,Enjoy bringing people together.,Sociability
JPI,0.78,1,Love surprise parties.,Sociability
JPI,0.78,-1,Prefer to be alone.,Sociability
HEXACO_PI,0.86,1,Am good at making impromptu speeches.,Social Boldness
HEXACO_PI,0.86,1,Don't mind being the center of attention.,Social Boldness
HEXACO_PI,0.86,1,Feel comfortable around people.,Social Boldness
HEXACO_PI,0.86,-1,Find it difficult to approach others.,Social Boldness
HEXACO_PI,0.86,-1,Hate being the center of attention.,Social Boldness
HEXACO_PI,0.86,1,Have a strong personality.,Social Boldness
HEXACO_PI,0.86,1,Have leadership abilities.,Social Boldness
HEXACO_PI,0.86,-1,Have little to say.,Social Boldness
HEXACO_PI,0.86,-1,Keep in the background.,Social Boldness
HEXACO_PI,0.86,-1,Would be afraid to give a speech in public.,Social Boldness
CAT-PD,"0.83,0.87",1,Do not feel close to people.,Social Withdrawal
CAT-PD,"0.83,0.87",-1,Enjoy going to social gatherings.,Social Withdrawal
CAT-PD,"0.83,0.87",-1,Feel comfortable around people.,Social Withdrawal
CAT-PD,"0.83,0.87",1,Find it difficult to approach others.,Social Withdrawal
CAT-PD,"0.83,0.87",1,Keep to myself even when I'm around other people.,Social Withdrawal
CAT-PD,"0.83,0.87",1,Rarely enjoy being with people.,Social Withdrawal
HPI-HIC,0.74,-1,Am afraid to draw attention to myself.,Social-confidence
HPI-HIC,0.74,-1,Am apprehensive about new encounters.,Social-confidence
HPI-HIC,0.74,1,Am not embarrassed easily.,Social-confidence
HPI-HIC,0.74,1,Am skilled in handling social situations.,Social-confidence
HPI-HIC,0.74,1,Express myself easily.,Social-confidence
HPI-HIC,0.74,-1,Find it difficult to approach others.,Social-confidence
JPI,0.87,1,Am good at making impromptu speeches.,Social-confidence
JPI,0.87,-1,Don't like to draw attention to myself.,Social-confidence
JPI,0.87,1,Don't mind being the center of attention.,Social-confidence
JPI,0.87,1,Feel comfortable around people.,Social-confidence
JPI,0.87,-1,Hate being the center of attention.,Social-confidence
JPI,0.87,1,Have a natural talent for influencing people.,Social-confidence
JPI,0.87,-1,Have little to say.,Social-confidence
JPI,0.87,-1,Lack the talent for influencing people.,Social-confidence
JPI,0.87,-1,Often feel uncomfortable around others.,Social-confidence
TCI,0.86,-1,Act comfortably with others.,Social-discomfort
TCI,0.86,1,Am apprehensive about new encounters.,Social-discomfort
TCI,0.86,-1,Am comfortable in unfamiliar situations.,Social-discomfort
TCI,0.86,-1,Am not bothered by difficult social situations.,Social-discomfort
TCI,0.86,1,Am quiet around strangers.,Social-discomfort
TCI,0.86,-1,Feel comfortable around people.,Social-discomfort
TCI,0.86,1,Find it difficult to approach others.,Social-discomfort
TCI,0.86,1,Often feel uncomfortable around others.,Social-discomfort
TCI,0.86,1,Only feel comfortable with friends.,Social-discomfort
TCI,0.86,-1,Talk to a lot of different people at parties.,Social-discomfort
VIA,0.76,1,Am able to fit into any situation.,Social/Personal/Emotional Intelligence
VIA,0.76,1,Am good at sensing what others are feeling.,Social/Personal/Emotional Intelligence
VIA,0.76,0,Am taken advantage of by others.,Social/Personal/Emotional Intelligence
VIA,0.76,0,Am very aware of my surroundings.,Social/Personal/Emotional Intelligence
VIA,0.76,-1,Don't know how to handle myself in a new social situation.,Social/Personal/Emotional Intelligence
VIA,0.76,1,Get along well with people I have just met.,Social/Personal/Emotional Intelligence
VIA,0.76,0,Get puzzled by my own thoughts and feelings.,Social/Personal/Emotional Intelligence
VIA,0.76,1,Have the ability to make others feel interesting.,Social/Personal/Emotional Intelligence
VIA,0.76,1,Know what makes others tick.,Social/Personal/Emotional Intelligence
VIA,0.76,1,Know what to say to make people feel good.,Social/Personal/Emotional Intelligence
ORAIS,0.89,1,Attended a church or religious service.,Spirituality/Religiousness
ORAIS,0.89,1,Discussed religion or spirituality.,Spirituality/Religiousness
ORAIS,0.89,1,Gave a blessing at a meal.,Spirituality/Religiousness
ORAIS,0.89,1,Listened to a religious program on the radio or TV.,Spirituality/Religiousness
ORAIS,0.89,1,Prayed (not including blessings at meals).,Spirituality/Religiousness
ORAIS,0.89,1,Read a book about religion or spirituality.,Spirituality/Religiousness
ORAIS,0.89,1,Read the Bible or other sacred text.,Spirituality/Religiousness
VIA,0.91,1,Am a spiritual person.,Spirituality/Religiousness
VIA,0.91,1,Am who I am because of my faith.,Spirituality/Religiousness
VIA,0.91,1,Believe in a universal power or God.,Spirituality/Religiousness
VIA,0.91,1,Believe that each person has a purpose in life.,Spirituality/Religiousness
VIA,0.91,-1,Do not believe in a universal power or a God.,Spirituality/Religiousness
